Gene_ID,Transcript_ID,Gene,A11.C636,A11,E9,HAP1.C597,KBM7
ENSG00000115268.5,ENST00000593052.1,RPS15,142.90,159.73,167.20,134.13,166.06
ENSG00000110700.2,ENST00000228140.2,RPS13,142.77,93.66,94.52,138.58,195.93
ENSG00000174748.14,ENST00000307839.5,RPL15,142.44,109.86,105.98,142.50,245.72
ENSG00000221983.3,ENST00000598780.1,UBA52,142.37,127.47,139.18,143.07,160.69
ENSG00000115268.5,ENST00000591032.1,RPS15,142.30,158.96,166.38,133.53,164.97
ENSG00000161547.10,ENST00000452355.3,SRSF2,142.18,123.81,130.29,136.71,90.69
ENSG00000115268.5,ENST00000592623.1,RPS15,142.18,158.81,166.22,133.42,164.81
ENSG00000108654.7,ENST00000225792.5,DDX5,141.50,134.22,129.81,140.87,73.71
ENSG00000173113.2,ENST00000539854.1,TRMT112,141.49,130.35,149.34,148.27,83.72
ENSG00000110321.11,ENST00000526148.1,EIF4G2,141.47,109.65,111.17,139.08,59.19
ENSG00000221983.3,ENST00000595158.1,UBA52,141.26,125.13,136.54,142.02,159.71
ENSG00000166681.9,ENST00000372634.1,NGFRAP1,141.19,132.14,151.83,134.52,89.42
ENSG00000161970.8,ENST00000578812.1,RPL26,140.85,144.95,138.73,139.24,238.81
ENSG00000221983.3,ENST00000595683.1,UBA52,140.70,124.65,136.04,141.48,159.02
ENSG00000132507.13,ENST00000576930.1,EIF5A,140.64,133.62,145.08,143.31,64.28
ENSG00000173113.2,ENST00000308774.2,TRMT112,140.51,129.58,148.34,147.33,83.14
ENSG00000221983.3,ENST00000596273.1,UBA52,140.43,124.39,135.71,141.19,158.66
ENSG00000102317.13,ENST00000376759.3,RBM3,140.11,138.36,135.65,148.86,119.45
ENSG00000132341.7,ENST00000543796.1,RAN,140.06,102.29,100.90,135.31,62.24
ENSG00000161547.10,ENST00000585202.1,SRSF2,140.03,120.35,126.64,134.72,89.25
ENSG00000105640.8,ENST00000599870.1,RPL18A,139.87,162.24,174.55,139.60,213.50
ENSG00000115268.5,ENST00000233609.4,RPS15,139.33,155.63,162.89,130.77,161.49
ENSG00000187514.10,ENST00000409321.1,PTMA,139.30,197.63,197.80,140.05,131.45
ENSG00000144381.12,ENST00000388968.3,HSPD1,139.14,99.10,99.79,140.61,58.08
ENSG00000161547.10,ENST00000392485.2,SRSF2,138.64,119.13,125.34,133.34,88.35
ENSG00000197756.5,ENST00000491306.1,RPL37A,138.16,96.26,94.73,134.05,194.28
ENSG00000132507.13,ENST00000573542.1,EIF5A,137.83,130.41,141.52,141.06,63.77
ENSG00000221983.3,ENST00000430157.2,UBA52,137.82,122.10,133.23,138.58,155.69
ENSG00000110700.2,ENST00000525634.1,RPS13,137.73,90.37,91.19,133.71,188.98
ENSG00000092841.14,ENST00000548293.1,MYL6,137.68,143.13,170.34,141.97,62.50
ENSG00000161547.10,ENST00000359995.5,SRSF2,137.08,117.78,123.93,131.83,87.35
ENSG00000144381.12,ENST00000345042.2,HSPD1,136.94,97.54,98.23,138.39,57.16
ENSG00000132507.13,ENST00000336458.8,EIF5A,136.02,129.23,140.31,138.60,62.17
ENSG00000221983.3,ENST00000596304.1,UBA52,135.99,120.62,131.61,136.72,153.85
ENSG00000115268.5,ENST00000586686.2,RPS15,135.55,151.38,158.37,127.21,157.01
ENSG00000167552.9,ENST00000301071.7,TUBA1A,135.11,129.84,118.48,137.26,61.01
ENSG00000188846.9,ENST00000416518.1,RPL14,133.77,119.09,116.89,129.33,183.38
ENSG00000110321.11,ENST00000396525.2,EIF4G2,133.25,103.70,105.14,131.03,55.79
ENSG00000088986.6,ENST00000548214.1,DYNLL1,132.41,143.12,146.59,128.81,55.37
ENSG00000188846.9,ENST00000396203.2,RPL14,132.27,117.59,115.55,127.72,180.57
ENSG00000175130.6,ENST00000329421.7,MARCKSL1,131.66,144.09,139.80,125.54,38.43
ENSG00000132475.4,ENST00000589599.1,H3F3B,131.46,128.47,130.35,125.59,107.11
ENSG00000164104.7,ENST00000296503.5,HMGB2,131.06,129.44,125.75,133.92,174.99
ENSG00000110321.11,ENST00000339995.5,EIF4G2,131.02,104.17,106.28,128.62,54.64
ENSG00000188846.9,ENST00000338970.6,RPL14,130.98,116.44,114.42,126.47,178.79
ENSG00000131469.8,ENST00000590864.1,RPL27,130.83,96.66,103.46,128.10,160.45
ENSG00000169976.5,ENST00000367569.2,SF3B5,130.81,113.41,109.96,119.19,93.35
ENSG00000182774.6,ENST00000561157.1,RPS17L,130.78,142.28,153.15,260.28,357.28
ENSG00000110492.11,ENST00000407067.1,MDK,130.50,155.91,211.92,144.79,30.94
ENSG00000177600.4,ENST00000321153.4,RPLP2,130.23,106.31,114.91,135.37,153.78
ENSG00000204531.11,ENST00000471529.2,POU5F1,130.16,197.19,201.18,115.44,0.33
ENSG00000204531.11,ENST00000512818.1,POU5F1,130.11,197.11,201.10,115.39,0.33
ENSG00000204531.11,ENST00000606567.1,POU5F1,130.11,197.11,201.10,115.39,0.33
ENSG00000063177.8,ENST00000549273.1,RPL18,129.84,145.28,153.22,127.64,208.19
ENSG00000161970.8,ENST00000582556.1,RPL26,129.39,141.14,135.14,128.04,222.14
ENSG00000063177.8,ENST00000550645.1,RPL18,129.13,144.50,152.38,126.96,207.10
ENSG00000161960.10,ENST00000580461.1,EIF4A1,129.02,101.66,104.53,126.29,73.82
ENSG00000161960.10,ENST00000380512.5,EIF4A1,129.02,101.66,104.53,126.29,73.82
ENSG00000063177.8,ENST00000549370.1,RPL18,128.87,144.22,152.09,126.70,206.67
ENSG00000161970.8,ENST00000584164.1,RPL26,128.73,140.42,134.45,127.38,221.00
ENSG00000161970.8,ENST00000583011.1,RPL26,128.71,140.38,134.41,127.37,220.85
ENSG00000063177.8,ENST00000552588.1,RPL18,128.54,143.84,151.70,126.37,206.13
ENSG00000092841.14,ENST00000548400.1,MYL6,128.30,125.30,149.21,131.48,58.99
ENSG00000161970.8,ENST00000293842.5,RPL26,128.19,139.81,133.87,126.85,219.95
ENSG00000110492.11,ENST00000489525.1,MDK,128.11,153.10,208.02,142.14,30.37
ENSG00000110492.11,ENST00000395565.1,MDK,128.09,153.00,207.94,142.09,30.36
ENSG00000092841.14,ENST00000547649.1,MYL6,127.55,124.61,148.35,130.72,58.68
ENSG00000226976.1,ENST00000423336.1,COX6A1P2,127.50,131.73,135.99,131.03,67.59
ENSG00000092841.14,ENST00000549017.1,MYL6,127.36,124.42,148.12,130.53,58.59
ENSG00000092841.14,ENST00000293422.5,MYL6,127.32,124.39,148.07,130.49,58.57
ENSG00000182774.6,ENST00000330244.6,RPS17L,127.18,138.33,148.92,253.07,347.27
ENSG00000092841.14,ENST00000548580.1,MYL6,126.89,123.97,147.58,130.06,58.37
ENSG00000092841.14,ENST00000348108.4,MYL6,126.81,123.89,147.49,129.97,58.34
ENSG00000132507.13,ENST00000336452.7,EIF5A,126.79,120.44,130.76,129.16,58.02
ENSG00000099800.3,ENST00000591871.1,TIMM13,126.67,157.11,129.89,129.77,51.84
ENSG00000221983.3,ENST00000599595.1,UBA52,126.30,110.43,118.85,126.49,137.97
ENSG00000188846.9,ENST00000435633.1,RPL14,126.28,116.24,114.26,122.34,174.22
ENSG00000206503.7,ENST00000376802.2,HLA-A,126.25,110.38,43.38,111.81,128.36
ENSG00000132522.11,ENST00000391950.3,GPS2,126.16,136.27,149.05,130.21,57.37
ENSG00000212993.3,ENST00000391675.1,POU5F1B,126.13,215.65,226.20,111.68,0.13
ENSG00000092841.14,ENST00000549566.1,MYL6,125.71,125.66,149.37,129.18,57.76
ENSG00000206503.7,ENST00000376809.5,HLA-A,125.67,109.90,43.19,111.30,127.75
ENSG00000268313.1,ENST00000598338.1,AC119673.1,125.55,98.86,84.32,124.78,54.35
ENSG00000132475.4,ENST00000254810.4,H3F3B,125.31,104.08,102.29,120.79,100.26
ENSG00000167526.9,ENST00000393099.3,RPL13,125.31,131.15,134.42,118.63,221.61
ENSG00000110492.11,ENST00000395566.4,MDK,124.44,148.71,202.07,138.08,29.51
ENSG00000167526.9,ENST00000311528.5,RPL13,123.66,129.42,132.65,117.05,218.59
ENSG00000161960.10,ENST00000578476.1,EIF4A1,123.64,103.59,105.55,120.13,70.23
ENSG00000110321.11,ENST00000531647.1,EIF4G2,123.22,102.39,102.83,121.28,49.64
ENSG00000110492.11,ENST00000395569.4,MDK,122.94,146.92,199.63,136.41,29.15
ENSG00000173812.6,ENST00000591776.1,EIF1,122.90,69.14,66.04,121.67,134.35
ENSG00000140264.15,ENST00000402131.1,SERF2,122.79,108.38,114.99,128.21,129.75
ENSG00000164587.7,ENST00000521466.1,RPS14,121.15,91.83,100.59,124.69,231.59
ENSG00000092841.14,ENST00000551589.1,MYL6,120.54,125.41,149.16,124.20,54.94
ENSG00000173113.2,ENST00000535750.1,TRMT112,120.37,113.53,128.41,125.36,69.25
ENSG00000131469.8,ENST00000589913.1,RPL27,120.18,91.88,100.54,117.44,142.17
ENSG00000092841.14,ENST00000550697.1,MYL6,120.10,117.42,139.77,123.11,55.25
ENSG00000189403.10,ENST00000399489.1,HMGB1,119.01,100.41,101.22,116.28,94.33
ENSG00000140264.15,ENST00000403425.1,SERF2,118.86,104.45,110.76,124.07,125.64
ENSG00000119335.12,ENST00000322030.8,SET,118.59,90.21,95.21,116.33,58.40
ENSG00000131469.8,ENST00000588830.1,RPL27,118.57,90.69,99.23,115.97,140.12
ENSG00000131469.8,ENST00000253788.5,RPL27,118.52,90.65,99.19,115.92,140.06
ENSG00000186468.8,ENST00000296674.8,RPS23,118.43,80.08,86.12,117.62,184.80
ENSG00000140264.15,ENST00000339624.5,SERF2,117.73,103.62,109.80,122.81,124.42
ENSG00000063177.8,ENST00000549920.1,RPL18,117.73,131.78,138.89,115.72,188.62
ENSG00000088986.6,ENST00000552870.1,DYNLL1,117.73,103.88,100.90,116.73,50.30
ENSG00000108654.7,ENST00000578400.1,DDX5,117.59,112.86,108.10,117.75,55.36
ENSG00000122406.8,ENST00000470843.1,RPL5,117.44,94.90,93.54,112.76,201.81
ENSG00000161547.10,ENST00000508921.3,SRSF2,116.97,100.03,104.42,112.45,76.23
ENSG00000117632.16,ENST00000374291.1,STMN1,116.58,94.99,67.35,112.06,90.25
ENSG00000104904.8,ENST00000588673.2,OAZ1,116.33,109.97,107.62,108.64,97.48
ENSG00000206503.7,ENST00000376806.5,HLA-A,115.76,101.23,39.78,102.54,117.65
ENSG00000189403.10,ENST00000339872.4,HMGB1,115.73,92.12,93.69,112.22,93.74
ENSG00000088986.6,ENST00000392508.2,DYNLL1,115.71,102.11,99.18,114.73,49.44
ENSG00000204531.11,ENST00000513407.1,POU5F1,114.80,173.92,177.43,101.81,0.29
ENSG00000131469.8,ENST00000589037.1,RPL27,114.77,87.81,96.08,112.25,135.54
ENSG00000088986.6,ENST00000242577.6,DYNLL1,113.96,100.56,97.67,112.99,48.69
ENSG00000242265.1,ENST00000482108.1,PEG10,113.80,98.18,165.42,108.46,4.73
ENSG00000198830.6,ENST00000361427.5,HMGN2,113.44,95.17,99.98,113.13,99.21
ENSG00000104904.8,ENST00000582888.4,OAZ1,113.30,104.99,103.40,104.74,96.13
ENSG00000114942.9,ENST00000415904.1,EEF1B2,113.06,123.60,139.47,111.39,197.41
ENSG00000088986.6,ENST00000549989.1,DYNLL1,112.89,104.78,101.95,111.57,48.57
ENSG00000172115.4,ENST00000409409.1,CYCS,111.80,67.87,64.24,104.36,32.13
ENSG00000104904.8,ENST00000583542.4,OAZ1,111.19,102.57,100.94,102.73,94.45
ENSG00000104904.8,ENST00000322297.4,OAZ1,111.08,102.46,100.84,102.62,94.36
ENSG00000104904.8,ENST00000602676.2,OAZ1,111.05,102.44,100.81,102.60,94.33
ENSG00000104904.8,ENST00000590943.2,OAZ1,110.74,102.15,100.53,102.31,94.07
ENSG00000044574.7,ENST00000324460.6,HSPA5,110.67,77.85,69.73,105.83,43.82
ENSG00000233927.4,ENST00000600659.2,RPS28,110.52,101.23,103.13,108.45,141.15
ENSG00000172115.4,ENST00000409764.1,CYCS,110.48,70.10,66.42,102.99,31.70
ENSG00000152795.13,ENST00000349655.4,HNRNPDL,109.62,101.95,103.01,109.99,105.33
ENSG00000152795.13,ENST00000602300.1,HNRNPDL,109.48,101.83,102.88,109.85,105.20
ENSG00000132507.13,ENST00000572815.1,EIF5A,109.31,98.59,106.75,111.46,50.92
ENSG00000166441.8,ENST00000314138.6,RPL27A,109.03,122.58,123.26,110.99,136.25
ENSG00000111639.3,ENST00000229238.3,MRPL51,108.36,96.18,78.67,105.65,55.25
ENSG00000111639.3,ENST00000543703.1,MRPL51,107.36,96.19,80.11,104.73,54.72
ENSG00000114942.9,ENST00000435123.1,EEF1B2,106.94,114.65,129.35,104.96,186.39
ENSG00000103495.9,ENST00000568282.1,MAZ,106.90,121.16,125.61,102.24,62.39
ENSG00000164587.7,ENST00000312037.5,RPS14,106.57,81.17,89.26,109.52,199.12
ENSG00000119335.12,ENST00000372686.5,SET,105.90,85.34,90.46,105.86,49.91
ENSG00000105640.8,ENST00000599898.1,RPL18A,105.79,122.64,131.82,105.56,160.77
ENSG00000164587.7,ENST00000407193.1,RPS14,105.38,80.26,88.30,108.31,196.87
ENSG00000234745.5,ENST00000412585.2,HLA-B,105.12,86.65,28.14,98.31,169.37
ENSG00000172757.8,ENST00000534769.1,CFL1,105.00,106.98,109.86,102.40,68.32
ENSG00000167815.7,ENST00000435703.1,PRDX2,104.22,116.46,126.40,102.78,57.71
ENSG00000130726.7,ENST00000341753.6,TRIM28,104.12,113.88,124.92,105.31,57.58
ENSG00000105640.8,ENST00000222247.5,RPL18A,104.04,120.64,129.67,103.84,158.11
ENSG00000130726.7,ENST00000253024.5,TRIM28,104.04,113.79,124.82,105.22,57.53
ENSG00000103495.9,ENST00000568544.1,MAZ,103.73,117.68,121.96,99.25,60.54
ENSG00000103495.9,ENST00000569978.1,MAZ,103.64,120.40,124.76,99.22,59.45
ENSG00000269804.1,ENST00000596102.1,AL353354.2,103.45,87.35,73.09,103.70,73.92
ENSG00000180574.3,ENST00000538173.1,EIF2S3L,103.31,80.99,74.99,100.16,114.83
ENSG00000125691.8,ENST00000394332.1,RPL23,103.22,90.05,92.69,102.36,155.49
ENSG00000178952.4,ENST00000565012.1,TUFM,103.19,108.35,112.40,105.69,84.82
ENSG00000125691.8,ENST00000394333.1,RPL23,103.02,89.87,92.50,102.18,155.15
ENSG00000141522.7,ENST00000541078.2,ARHGDIA,102.62,136.79,130.74,104.17,44.31
ENSG00000166681.9,ENST00000372635.1,NGFRAP1,102.55,98.80,114.19,97.72,64.53
ENSG00000138326.14,ENST00000360830.4,RPS24,102.16,111.32,118.31,105.72,198.34
ENSG00000138326.14,ENST00000372360.3,RPS24,102.02,111.17,118.20,105.56,197.88
ENSG00000144713.8,ENST00000396953.2,RPL32,101.89,92.19,93.68,99.52,158.70
ENSG00000144713.8,ENST00000435983.1,RPL32,101.45,91.79,93.26,99.10,157.98
ENSG00000144713.8,ENST00000273223.6,RPL32,101.38,91.73,93.20,99.03,157.88
ENSG00000165119.14,ENST00000351839.3,HNRNPK,101.32,82.13,82.33,100.23,65.07
ENSG00000175334.3,ENST00000527348.1,BANF1,101.23,89.01,93.92,101.82,65.62
ENSG00000125691.8,ENST00000479035.2,RPL23,101.23,88.29,90.87,100.39,152.40
ENSG00000166681.9,ENST00000372645.3,NGFRAP1,100.79,97.11,112.23,96.04,63.42
ENSG00000100823.7,ENST00000557054.1,APEX1,100.58,100.32,108.19,96.94,116.98
ENSG00000141522.7,ENST00000400721.4,ARHGDIA,100.56,140.61,135.93,103.67,44.14
ENSG00000138326.14,ENST00000435275.1,RPS24,100.39,109.38,116.32,103.88,194.50
ENSG00000141522.7,ENST00000269321.7,ARHGDIA,99.96,137.27,132.41,103.38,44.17
ENSG00000100823.7,ENST00000398030.4,APEX1,99.77,99.52,107.34,96.15,116.05
ENSG00000173812.6,ENST00000469257.1,EIF1,98.63,57.81,54.29,98.48,99.41
ENSG00000100823.7,ENST00000216714.3,APEX1,98.57,98.32,106.05,94.99,114.65
ENSG00000100823.7,ENST00000555414.1,APEX1,98.38,98.13,105.84,94.81,114.43
ENSG00000179010.10,ENST00000507420.1,MRFAP1,97.85,100.67,104.23,100.03,41.74
ENSG00000166681.9,ENST00000361298.4,NGFRAP1,97.62,94.05,108.71,93.02,61.44
ENSG00000166710.13,ENST00000349264.6,B2M,97.54,68.92,28.63,86.57,161.08
ENSG00000136997.10,ENST00000524013.1,MYC,97.07,163.55,184.63,94.94,71.38
ENSG00000140264.15,ENST00000409960.2,SERF2,97.03,85.20,90.24,101.03,102.59
ENSG00000152795.13,ENST00000502762.1,HNRNPDL,96.46,90.26,91.35,96.79,92.52
ENSG00000174748.14,ENST00000456530.2,RPL15,96.44,74.38,71.78,96.38,166.30
ENSG00000110492.11,ENST00000359803.3,MDK,96.33,115.19,156.46,106.94,22.82
ENSG00000171863.8,ENST00000407445.3,RPS7,96.07,88.20,94.18,87.11,115.41
ENSG00000167996.11,ENST00000532601.1,FTH1,95.90,85.35,95.55,109.09,65.23
ENSG00000114942.9,ENST00000455150.1,EEF1B2,95.76,93.94,105.71,95.52,168.19
ENSG00000182899.10,ENST00000439255.1,RPL35A,95.66,75.89,72.26,89.63,125.08
ENSG00000134333.9,ENST00000379412.5,LDHA,95.58,76.81,76.45,101.03,38.60
ENSG00000115541.6,ENST00000409468.1,HSPE1,94.82,80.33,82.56,97.92,32.04
ENSG00000213741.4,ENST00000245458.6,RPS29,94.82,77.53,78.27,88.72,155.25
ENSG00000078596.6,ENST00000373298.2,ITM2A,94.61,97.09,84.47,59.76,243.43
ENSG00000241343.5,ENST00000471855.1,RPL36A,94.24,90.75,93.35,95.78,167.95
ENSG00000117632.16,ENST00000399728.1,STMN1,94.21,74.95,53.09,90.19,71.64
ENSG00000141522.7,ENST00000584461.1,ARHGDIA,93.73,125.28,119.90,95.37,40.79
ENSG00000134419.11,ENST00000569083.1,RPS15A,93.70,72.33,73.20,91.90,168.37
ENSG00000136997.10,ENST00000377970.2,MYC,93.58,157.68,178.00,91.53,69.23
ENSG00000167996.11,ENST00000526640.1,FTH1,93.15,84.06,95.30,105.57,63.62
ENSG00000154518.5,ENST00000392541.3,ATP5G3,92.93,70.05,73.81,91.79,59.97
ENSG00000134333.9,ENST00000540430.1,LDHA,92.59,74.37,74.05,97.86,37.37
ENSG00000166165.8,ENST00000553652.1,CKB,92.36,97.93,99.96,90.25,28.82
ENSG00000078596.6,ENST00000434584.2,ITM2A,92.20,94.69,82.44,58.25,237.08
ENSG00000189403.10,ENST00000399494.1,HMGB1,91.98,77.73,78.35,89.90,72.98
ENSG00000137285.9,ENST00000259818.7,TUBB2B,91.94,92.25,96.13,92.03,6.21
ENSG00000114942.9,ENST00000429769.1,EEF1B2,91.88,89.86,101.26,91.44,155.64
ENSG00000167996.11,ENST00000532829.1,FTH1,91.86,82.93,94.00,104.12,62.74
ENSG00000178952.4,ENST00000313511.3,TUFM,91.82,91.27,93.56,92.52,75.09
ENSG00000167996.11,ENST00000534180.1,FTH1,91.80,82.87,93.94,104.05,62.70
ENSG00000169045.13,ENST00000511300.2,HNRNPH1,91.72,101.86,106.94,88.40,70.61
ENSG00000092841.14,ENST00000547408.1,MYL6,91.63,89.06,105.46,94.20,44.23
ENSG00000159377.6,ENST00000290541.6,PSMB4,91.62,76.61,76.98,89.24,71.20
ENSG00000206503.7,ENST00000396634.1,HLA-A,91.13,79.69,31.31,80.71,92.61
ENSG00000171863.8,ENST00000406376.1,RPS7,91.00,83.41,89.00,82.47,109.57
ENSG00000241343.5,ENST00000553110.3,RPL36A,90.82,87.85,90.59,92.19,160.31
ENSG00000171863.8,ENST00000403564.1,RPS7,90.74,83.24,88.85,82.36,108.85
ENSG00000114942.9,ENST00000392222.2,EEF1B2,90.56,87.79,99.12,89.97,153.92
ENSG00000221983.3,ENST00000442744.2,UBA52,90.47,79.76,85.76,90.41,97.96
ENSG00000164587.7,ENST00000401695.3,RPS14,90.34,69.17,75.69,92.86,169.30
ENSG00000154518.5,ENST00000409194.1,ATP5G3,90.32,68.67,72.40,89.20,58.18
ENSG00000114942.9,ENST00000392221.1,EEF1B2,90.29,87.53,98.83,89.70,153.46
ENSG00000114942.9,ENST00000236957.5,EEF1B2,90.02,87.27,98.53,89.43,153.00
ENSG00000136942.10,ENST00000373570.4,RPL35,89.78,113.52,123.75,89.39,106.89
ENSG00000136942.10,ENST00000493018.1,RPL35,89.66,113.34,123.58,89.27,106.57
ENSG00000117632.16,ENST00000455785.2,STMN1,89.36,71.09,50.35,85.57,67.95
ENSG00000240972.1,ENST00000215754.7,MIF,89.28,130.19,157.12,110.03,77.46
ENSG00000136942.10,ENST00000348462.3,RPL35,89.15,112.67,122.85,88.75,105.91
ENSG00000171863.8,ENST00000304921.5,RPS7,89.12,81.71,87.23,80.99,106.75
ENSG00000106211.8,ENST00000447574.1,HSPB1,88.69,118.45,178.27,91.62,34.86
ENSG00000173113.2,ENST00000544844.1,TRMT112,88.69,82.08,93.71,92.69,52.21
ENSG00000115541.6,ENST00000409729.1,HSPE1,88.61,76.29,78.38,91.65,29.94
ENSG00000153187.12,ENST00000283179.9,HNRNPU,87.78,80.69,84.12,87.06,47.08
ENSG00000110492.11,ENST00000405308.2,MDK,87.39,104.52,141.94,97.05,20.69
ENSG00000255302.3,ENST00000560490.1,EID1,87.25,114.15,131.18,93.77,76.56
ENSG00000166710.13,ENST00000561424.1,B2M,87.22,61.55,25.56,77.38,143.96
ENSG00000189403.10,ENST00000341423.5,HMGB1,87.20,71.03,71.89,84.37,71.20
ENSG00000141522.7,ENST00000581876.1,ARHGDIA,87.12,117.79,112.91,87.92,37.47
ENSG00000243678.7,ENST00000393190.1,NME1-NME2,87.04,78.61,89.75,87.90,73.13
ENSG00000166710.13,ENST00000558401.1,B2M,86.53,61.07,25.36,76.77,142.83
ENSG00000243678.7,ENST00000393183.3,NME1-NME2,86.34,77.98,89.06,87.19,72.54
ENSG00000254772.5,ENST00000329251.4,EEF1G,85.83,85.45,84.82,86.93,115.41
ENSG00000117632.16,ENST00000357865.2,STMN1,85.74,68.21,48.36,82.37,66.07
ENSG00000144713.8,ENST00000396957.1,RPL32,85.60,77.15,78.21,83.50,132.74
ENSG00000145741.11,ENST00000335895.8,BTF3,85.56,74.31,77.08,84.30,97.97
ENSG00000103495.9,ENST00000219782.6,MAZ,85.54,99.02,102.87,82.48,50.47
ENSG00000165119.14,ENST00000376263.3,HNRNPK,85.44,69.36,69.54,84.53,54.89
ENSG00000139675.10,ENST00000357495.2,HNRNPA1L2,85.38,76.12,73.26,88.55,118.06
ENSG00000103495.9,ENST00000562337.1,MAZ,85.24,98.67,102.50,82.19,50.29
ENSG00000103495.9,ENST00000566906.2,MAZ,85.19,98.61,102.44,82.14,50.26
ENSG00000103495.9,ENST00000563402.1,MAZ,85.19,98.61,102.44,82.14,50.26
ENSG00000168906.8,ENST00000306434.3,MAT2A,85.17,81.74,87.03,82.44,163.03
ENSG00000165119.14,ENST00000360384.5,HNRNPK,85.14,70.48,70.62,84.46,54.77
ENSG00000243678.7,ENST00000503064.1,NME1-NME2,85.02,76.82,87.84,85.95,71.83
ENSG00000105640.8,ENST00000600147.1,RPL18A,84.61,98.11,105.42,84.46,128.57
ENSG00000170889.9,ENST00000441429.1,RPS9,84.54,82.44,80.84,83.36,110.59
ENSG00000103495.9,ENST00000322945.6,MAZ,84.45,97.75,101.56,81.43,49.82
ENSG00000145741.11,ENST00000380591.3,BTF3,84.45,73.31,76.04,83.21,96.68
ENSG00000170296.5,ENST00000577035.1,GABARAP,84.43,74.21,61.15,89.44,81.66
ENSG00000170889.9,ENST00000391753.2,RPS9,83.97,81.88,80.30,82.80,109.85
ENSG00000182899.10,ENST00000429437.1,RPL35A,83.94,66.95,63.89,78.63,108.64
ENSG00000165119.14,ENST00000376281.4,HNRNPK,83.91,68.18,68.38,83.06,53.92
ENSG00000198918.7,ENST00000361575.3,RPL39,83.82,43.45,43.32,83.57,158.65
ENSG00000140319.6,ENST00000558720.1,SRP14,83.82,86.55,79.66,83.59,44.64
ENSG00000167996.11,ENST00000273550.7,FTH1,83.63,75.44,85.52,94.80,57.09
ENSG00000165119.14,ENST00000376264.2,HNRNPK,83.59,67.91,68.12,82.73,53.70
ENSG00000166165.8,ENST00000348956.2,CKB,83.48,88.50,90.36,81.56,26.06
ENSG00000182899.10,ENST00000448864.1,RPL35A,83.36,66.47,63.44,78.07,107.81
ENSG00000115758.8,ENST00000405333.1,ODC1,83.24,73.34,90.83,76.54,29.14
ENSG00000241343.5,ENST00000427805.2,RPL36A,83.06,80.29,82.80,84.30,146.61
ENSG00000243678.7,ENST00000512737.1,NME1-NME2,82.80,74.81,85.54,83.71,69.96
ENSG00000134333.9,ENST00000227157.4,LDHA,82.74,67.80,67.63,87.48,33.35
ENSG00000115541.6,ENST00000233893.5,HSPE1,82.69,70.12,72.10,85.45,27.96
ENSG00000122406.8,ENST00000370321.3,RPL5,82.69,67.75,65.87,80.02,141.14
ENSG00000134333.9,ENST00000396222.2,LDHA,82.59,67.68,67.51,87.33,33.29
ENSG00000140319.6,ENST00000560773.1,SRP14,82.49,89.41,82.34,82.34,44.56
ENSG00000204389.8,ENST00000608703.1,HSPA1A,82.39,87.79,100.65,88.06,29.05
ENSG00000255823.1,ENST00000536684.1,MTRNR2L8,82.28,102.44,107.50,70.59,211.24
ENSG00000147140.11,ENST00000373841.1,NONO,82.05,83.06,82.25,82.52,65.13
ENSG00000147140.11,ENST00000276079.8,NONO,81.83,82.83,82.02,82.29,64.95
ENSG00000204389.8,ENST00000375651.5,HSPA1A,81.61,86.95,99.71,87.22,28.78
ENSG00000134333.9,ENST00000430553.2,LDHA,81.60,66.29,65.97,86.23,32.85
ENSG00000135404.7,ENST00000548160.1,CD63,81.46,90.58,92.24,80.30,45.24
ENSG00000170889.9,ENST00000391751.3,RPS9,80.79,78.79,77.27,79.66,105.66
ENSG00000170889.9,ENST00000391752.1,RPS9,80.76,78.77,77.25,79.64,105.63
ENSG00000170889.9,ENST00000402367.1,RPS9,80.76,78.77,77.25,79.64,105.63
ENSG00000170889.9,ENST00000445961.1,RPS9,80.76,78.77,77.25,79.64,105.63
ENSG00000152795.13,ENST00000295470.5,HNRNPDL,80.73,73.95,73.89,80.72,77.22
ENSG00000254772.5,ENST00000378019.3,EEF1G,80.72,80.41,79.88,81.70,108.30
ENSG00000106211.8,ENST00000248553.6,HSPB1,80.66,107.39,161.59,83.26,31.82
ENSG00000141522.7,ENST00000580033.1,ARHGDIA,80.51,101.20,96.10,80.28,34.73
ENSG00000166508.13,ENST00000354230.3,MCM7,80.46,79.07,78.05,77.97,63.94
ENSG00000134333.9,ENST00000545215.1,LDHA,80.41,65.56,65.22,84.92,32.37
ENSG00000134333.9,ENST00000422447.3,LDHA,80.37,65.86,65.71,84.97,32.39
ENSG00000083845.4,ENST00000596046.1,RPS5,80.35,60.19,67.16,75.88,95.04
ENSG00000144713.8,ENST00000429711.2,RPL32,80.30,72.36,73.33,78.32,124.07
ENSG00000165502.6,ENST00000298289.6,RPL36AL,80.26,76.54,72.38,82.13,63.29
